A:00 F:40 B:32 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:32 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:32 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:31 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:31 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:31 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:30 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:30 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:30 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:60 B:2F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:60 B:2F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:60 B:2F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:2E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:2E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:2E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:2D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:2D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:2D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:2C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:2C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:2C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:2B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:2B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:2B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:2A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:2A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:2A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:29 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:29 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:29 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:28 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:28 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:28 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:27 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:27 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:27 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:26 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:26 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:26 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:25 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:25 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:25 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:24 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:24 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:24 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:23 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:23 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:23 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:22 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:22 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:22 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:21 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:21 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:21 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:20 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:20 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:20 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:60 B:1F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:60 B:1F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:60 B:1F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:1E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:1E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:1E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:1D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:1D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:1D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:1C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:1C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:1C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:1B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:1B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:1B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:1A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:1A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:1A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:19 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:19 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:19 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:18 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:18 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:18 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:17 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:17 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:17 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:16 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:16 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:16 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:15 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:15 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:15 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:14 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:14 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:14 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:13 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:13 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:13 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:12 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:12 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:12 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:11 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:11 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:11 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:10 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:10 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:10 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:60 B:0F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:60 B:0F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:60 B:0F C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:0E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:0E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:0E C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:0D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:0D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:0D C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:0C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:0C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:0C C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:0B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:0B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:0B C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:0A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:0A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:0A C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:09 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:09 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:09 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:08 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:08 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:08 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:07 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:07 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:07 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:06 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:06 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:06 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:05 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:05 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:05 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:04 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:04 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:04 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:03 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:03 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:03 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:02 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:02 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:02 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:01 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:01 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:01 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:C0 B:00 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:C0 B:00 C:06 D:00 E:D8 H:DF L:FF SP:FFFE PC:0218 PCMEM:0D,20,F9,3E
A:00 F:40 B:00 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0219 PCMEM:20,F9,3E,01
A:00 F:40 B:00 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:00 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:60 B:FF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:60 B:FF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:60 B:FF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:FE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:FE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:FE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:FD C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:FD C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:FD C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:FC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:FC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:FC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:FB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:FB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:FB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:FA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:FA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:FA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F8 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F8 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F8 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F7 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F7 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F7 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F6 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F6 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F6 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F5 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F5 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F5 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F4 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F4 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F4 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F3 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F3 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F3 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F2 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F2 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F2 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F1 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F1 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F1 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:F0 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:F0 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:F0 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:60 B:EF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:60 B:EF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:60 B:EF C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:EE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:EE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:EE C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:ED C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:ED C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:ED C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:EC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:EC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:EC C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:EB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:EB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:EB C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:EA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:EA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:EA C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:E9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:E9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
A:00 F:40 B:E9 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0215 PCMEM:05,20,FC,0D
A:00 F:40 B:E8 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0216 PCMEM:20,FC,0D,20
A:00 F:40 B:E8 C:05 D:00 E:D8 H:DF L:FF SP:FFFE PC:0214 PCMEM:32,05,20,FC
